GUID,AnalysisError,Interferences,Ixx,iyy,Izz,MassEstimate,Battery_amps_to_max_amps_ratio_at_MFD,Battery_amps_to_max_amps_ratio_at_MxSpd,Distance_at_MxSpd__m_,Max_Flight_Distance__m_,Max_Hover_Time__s,Max_Lateral_Speed__m_s_,Max_uc_at_MFD,Motor_amps_to_max_amps_ratio_at_MFD,Motor_amps_to_max_amps_ratio_at_MxSpd,Motor_power_to_max_power_ratio_at_MFD,Motor_power_to_max_power_ratio_at_MxSpd,Power_at_MFD__W_,Power_at_MxSpd__W_,Speed_at_MFD__m_s_,ArmLength,BatteryOffset_X,BatteryOffset_z,SupportLength
accd60bd-41c2-41fe-be8d-4430060270e1,FALSE,0,7229.807403,7229.809615,13828.42223,0.436301637,0.200023562,0.200023562,1343.84167,1343.84167,208.924011,7,0.758092821,0.118771568,0.118771568,8.24E-02,8.24E-02,84.3739471,84.3739471,7,212.2949969,-0.286597862,-0.276484726,127.7526905
5ddcf356-3781-44f7-ac54-319c8e9a2372,FALSE,0,12893.39788,12893.40475,25096.87479,0.452811559,0.182402417,0.182402417,1052.61768,1052.61768,203.784836,5,0.707932472,0.108318508,0.108318508,7.51E-02,7.51E-02,71.8993454,71.8993454,5,278.7905596,-0.266325852,-0.937372343,133.9488296
c5cf0d2c-0e14-47dd-851b-32276a84364f,FALSE,0,25311.99229,25312.00863,49842.47582,0.478204792,0.182562172,0.182562172,841.357178,841.357178,196.354187,4,0.712758064,0.108422577,0.108422577,7.52E-02,7.52E-02,72.4424667,72.4424667,4,381.735962,1.973170991,0.243163715,142.8075519
bd62cf9d-bf7a-48f0-b75b-07d45d4eff19,FALSE,0,20047.44799,20047.46823,39518.28672,0.464938775,0.188695699,0.188695699,1221.01355,1221.01355,200.167496,6,0.724877715,0.112053126,0.112053126,7.77E-02,7.77E-02,76.1415329,76.1415329,6,345.2562039,-1.077059493,-0.590386919,120.8782289
9e11f277-afbf-4644-b951-b342b9a5254f,FALSE,0,15341.45127,15341.45845,29987.05832,0.458350701,0.189115539,0.189115539,1218.30286,1218.30286,202.116577,6,0.72609669,0.112302519,0.112302519,7.79E-02,7.79E-02,76.4377975,76.4377975,6,302.6161976,-0.938569469,-0.242048597,134.5115387
385489a3-56a3-4798-88aa-34c5515b3b8a,FALSE,0,23053.17608,23053.17714,45377.51879,0.473500997,0.182136476,0.182136476,843.323669,843.323669,197.689621,4,0.71154505,0.108148806,0.108148806,7.50E-02,7.50E-02,72.162735,72.162735,4,366.0960975,-0.127659357,-0.386350068,137.7370311
7b93fbb9-ec66-4f4c-b7c4-a6243d981742,FALSE,0,21423.1095,21423.12557,42112.36754,0.470785123,0.182076335,0.182076335,843.602234,843.602234,198.468948,4,0.71162504,0.108130008,0.108130008,7.50E-02,7.50E-02,72.1382065,72.1382065,4,353.6140357,1.514353636,0.30973054,138.261341
64fff60f-33df-4340-9dcf-a736959b8a65,FALSE,0,8461.84701,8461.899743,16130.33777,0.443284547,0.182822332,0.182822332,1050.19995,1050.19995,206.719208,5,0.710113525,0.108593844,0.108593844,7.53E-02,7.53E-02,72.2708511,72.2708511,5,226.626114,-1.913826613,-0.850501083,144.1667
cf83cb40-30ce-46c8-945e-8c5d5fe16f1c,FALSE,0,15788.7269,15788.74058,30927.66265,0.458326289,0.188901946,0.188901946,1219.68042,1219.68042,202.123871,6,0.725477219,0.112175725,0.112175725,7.78E-02,7.78E-02,76.2870331,76.2870331,6,307.4498689,0.40640997,0.910497555,129.5703801
5b2c324a-7358-488a-b834-3950e9371d0f,FALSE,0,6946.012658,6946.008165,13246.02577,0.435708023,0.239057377,0.239057377,1445.67798,1445.67798,209.113602,9,0.867865741,0.141981453,0.141981453,9.85E-02,9.85E-02,115.267654,115.267654,9,208.0186618,1.138440156,-0.114469986,129.4153949
4764ccfa-1602-4335-aa7d-83ac1efe47dd,FALSE,0,12785.81179,12785.81091,24756.01743,0.454926647,0.183073536,0.183073536,1048.75891,1048.75891,203.144592,5,0.709962368,0.108705282,0.108705282,7.54E-02,7.54E-02,72.3744812,72.3744812,5,275.9487309,0.044572377,-0.291192949,146.1032033
ee83e6fb-d23a-4ec2-aeba-a3e042e3e188,FALSE,0,18287.37996,18287.34647,35980.70811,0.462058294,0.269760221,0.269760221,1423.48633,1423.48633,201.01506,10,0.947953165,0.160210669,0.160210669,0.111146152,0.111146152,141.966797,141.966797,10,330.3918436,1.651472746,-0.593735688,123.0600917
510db15a-2bcc-4f39-a1b9-9b5fb71d251a,FALSE,0,7477.386938,7477.361774,14236.51704,0.438895137,0.188655853,0.188655853,1221.27136,1221.27136,208.099686,6,0.724877059,0.112039678,0.112039678,7.77E-02,7.77E-02,76.1201248,76.1201248,6,214.4810232,0.714720204,-0.997682061,136.9856095
1033bc70-bb4a-46ba-b0fb-615ca5d5a02b,FALSE,0,16354.62667,16354.63111,31862.30292,0.463234609,0.189849541,0.189849541,1213.59265,1213.59265,200.668076,6,0.72827822,0.112749845,0.112749845,7.82E-02,7.82E-02,76.9566193,76.9566193,6,309.8022863,1.569853268,0.082725495,148.828856
ed88f9c0-8cb2-41c1-bcc8-e2fe67cd6553,FALSE,0,10428.10283,10428.08365,20272.93078,0.444388133,0.181658238,0.181658238,1056.92969,1056.92969,206.375,5,0.705973268,0.107875682,0.107875682,7.48E-02,7.48E-02,71.4105759,71.4105759,5,253.6529727,-0.838060381,0.729321854,121.9988309
7e283489-e230-4015-b7b7-f120383dc80c,FALSE,0,8597.900231,8597.912667,16395.89069,0.443797624,0.189151868,0.189151868,1218.06885,1218.06885,206.559036,6,0.726352632,0.112354442,0.112354442,7.79E-02,7.79E-02,76.4635696,76.4635696,6,228.2920055,-1.977574492,-0.193916865,144.7598365
462aceac-5b5c-4927-a319-b1512e5764bb,FALSE,0,11080.89043,11080.88451,21533.16368,0.447116225,0.188509569,0.188509569,1222.21912,1222.21912,205.528976,6,0.724330246,0.111941248,0.111941248,7.77E-02,7.77E-02,76.0103073,76.0103073,6,260.3418855,-0.723457711,0.263226202,127.3214589
509e9790-8b25-4e53-951d-e0e5b67ceb42,FALSE,0,17821.01339,17821.05899,34868.21167,0.464873433,0.189598083,0.189598083,1215.20215,1215.20215,200.186646,6,0.727545619,0.112599485,0.112599485,7.81E-02,7.81E-02,76.7787552,76.7787552,6,323.6646956,1.586126497,0.840348991,142.1820431
3b3afc0f-57ef-46be-9191-f28ad00f7fe4,FALSE,0,20092.84538,20092.86022,39419.75966,0.469005006,0.182188779,0.182188779,843.081543,843.081543,198.983078,4,0.712086499,0.108186409,0.108186409,7.51E-02,7.51E-02,72.2343826,72.2343826,4,342.6387244,-0.602324322,-0.801243965,141.3989603
a7b9d85b-129d-4b69-b52e-cd0fbc993d40,FALSE,0,23087.12636,23087.17229,45443.74201,0.473591524,0.182891786,0.182891786,1049.80115,1049.80115,197.663757,5,0.708587766,0.108611986,0.108611986,7.53E-02,7.53E-02,72.1567383,72.1567383,5,366.3233817,1.464738891,0.913840232,137.908329
81a8675f-984f-4656-9c0c-74982c36b117,FALSE,0,7623.065077,7623.077631,14457.53497,0.440665124,0.189014956,0.189014956,1218.95117,1218.95117,207.540817,6,0.725934207,0.112254776,0.112254776,7.79E-02,7.79E-02,76.3740616,76.3740616,6,215.5157175,1.032779573,0.350816028,143.7440125
d92b4d9c-49ca-4c30-a4ca-f110dd16180f,FALSE,0,14712.44838,14712.48927,28668.16987,0.458189917,0.182817072,0.182817072,1050.2301,1050.2301,202.164627,5,0.709061384,0.108576082,0.108576082,7.53E-02,7.53E-02,72.1706009,72.1706009,5,295.8163741,1.626694384,0.735688968,140.6034421
0e6851ea-1bdf-4682-b2ef-d67ab75c109a,FALSE,0,23350.24778,23350.2325,45939.89245,0.474600889,0.182337865,0.182337865,842.392212,842.392212,197.375732,4,0.712178648,0.108274974,0.108274974,7.51E-02,7.51E-02,72.3027267,72.3027267,4,367.832963,0.827330244,-0.526034153,140.8428917
8f464cc7-1e78-4d98-9708-2bce6f4631a7,FALSE,0,18687.53502,18687.51907,36581.5436,0.46689268,0.189721912,0.189721912,1214.40906,1214.40906,199.596603,6,0.727852285,0.112662405,0.112662405,7.82E-02,7.82E-02,76.8663254,76.8663254,6,330.7327895,-0.534844634,0.980859083,144.0045105
ef0c2177-dc95-4dfa-902a-1037a64ee75e,FALSE,0,8123.889936,8123.840139,15471.38484,0.441974397,0.189002827,0.189002827,1219.02942,1219.02942,207.129349,6,0.725916684,0.1122595,0.1122595,7.79E-02,7.79E-02,76.3612366,76.3612366,6,222.4316804,-1.654056329,0.933045836,142.5926572
2aa3ab4a-691d-4c31-9bf1-984306c3e67a,FALSE,0,12930.71851,12930.75449,25054.12738,0.455119202,0.269062936,0.269062936,1427.17542,1427.17542,203.086502,10,0.945416272,0.159799859,0.159799859,0.110861152,0.110861152,141.222336,141.222336,10,277.5448284,1.471985233,0.713490816,145.3549085
02e5c2c9-33b3-471a-ad8c-795c22f36c4d,FALSE,0,17494.36235,17494.37943,34187.8189,0.464721335,0.18970339,0.18970339,1214.52759,1214.52759,200.231232,6,0.727805793,0.112652868,0.112652868,7.82E-02,7.82E-02,76.8532257,76.8532257,6,320.4749014,0.992045597,0.494953262,144.7021611
c09dc115-dadc-4c2b-9b6e-e4babb8e111e,FALSE,0,11647.26948,11647.26597,22708.31905,0.447545255,0.188306674,0.188306674,1223.53601,1223.53601,205.396545,6,0.723776996,0.111828275,0.111828275,7.76E-02,7.76E-02,75.8673401,75.8673401,6,267.2376668,-1.125505562,0.097831071,122.3146595
8d518ec9-2f0f-4703-818c-5fed1e25f573,FALSE,0,14548.19446,14548.1625,28489.53771,0.454726421,0.188602656,0.188602656,1221.61584,1221.61584,203.205032,6,0.724695027,0.112015784,0.112015784,7.77E-02,7.77E-02,76.0759354,76.0759354,6,296.4784231,-1.938476081,0.50823372,124.6919332
4ad42c40-e35a-4197-a090-29002bfc0209,FALSE,0,18521.14566,18521.10844,36454.11201,0.462366371,0.188692898,0.188692898,1221.03162,1221.03162,200.924072,6,0.724905849,0.11205887,0.11205887,7.77E-02,7.77E-02,76.1395645,76.1395645,6,332.4686738,1.427486606,-0.760148458,122.3396945
5c8114bc-588f-4e0b-a564-1b7ff8ab39e4,FALSE,0,9876.308571,9876.265113,19063.99781,0.445258275,0.188735068,0.188735068,1220.75879,1220.75879,206.104401,6,0.72508347,0.1120952,0.1120952,7.78E-02,7.78E-02,76.1693039,76.1693039,6,245.5982121,1.518809778,-0.836915617,133.8847487
a069c2cb-dd75-4410-adea-d43f56ca385c,FALSE,0,11509.46895,11509.4944,22339.62318,0.449277836,0.182301968,0.182301968,1053.19763,1053.19763,204.86351,5,0.707865953,0.108269975,0.108269975,7.51E-02,7.51E-02,71.8473892,71.8473892,5,264.3101676,1.408969809,0.526856712,132.8705573
7beb059d-61f6-4a3b-b35e-b1951e7ff670,FALSE,0,25123.82052,25123.81669,49505.25135,0.477179885,0.182329208,0.182329208,842.432251,842.432251,196.643631,4,0.711947739,0.108264863,0.108264863,7.51E-02,7.51E-02,72.2786789,72.2786789,4,380.9794788,-0.263464721,0.528554367,139.0514615
d894b39f-ccfa-4f8e-bda8-907f9691f0b2,FALSE,0,8730.453477,8730.437158,16615.29525,0.444968914,0.21845898,0.21845898,1406.21362,1406.21362,206.194305,8,0.811305761,0.129730836,0.129730836,9.00E-02,9.00E-02,98.5428696,98.5428696,8,229.3848512,-0.805628101,0.646995151,148.8240776
0b4309cd-fd14-4720-ab2f-6a8fcc93d177,FALSE,0,7929.229634,7929.208084,15085.29448,0.441327877,0.217940018,0.217940018,1409.56213,1409.56213,207.332321,8,0.809921265,0.129447147,0.129447147,8.98E-02,8.98E-02,98.1300735,98.1300735,8,219.8805377,-1.620584551,0.412400743,142.2972322
4034bb0d-b5e6-4cad-98bd-79cbac802b2e,FALSE,0,26254.05311,26254.01058,51905.8097,0.476062234,0.189105287,0.189105287,1218.3689,1218.3689,196.960236,6,0.726106167,0.112304457,0.112304457,7.79E-02,7.79E-02,76.4305649,76.4305649,6,391.2389456,1.795820778,-0.693977507,123.871078
e5282bbb-b29a-4460-8d1e-fb7d4d509943,FALSE,0,24350.63921,24350.6546,47842.06581,0.477985038,0.190219253,0.190219253,1211.23389,1211.23389,196.416183,6,0.729266644,0.112952933,0.112952933,7.84E-02,7.84E-02,77.2183609,77.2183609,6,373.7668801,0.552274557,0.773140963,149.8090773
c0c15436-99c6-4f36-b55c-a1ebf0e9ef60,FALSE,0,14487.00247,14487.00689,28378.89305,0.454319595,0.181861117,0.181861117,1055.75073,1055.75073,203.327942,5,0.706031799,0.107989535,0.107989535,7.49E-02,7.49E-02,71.4995651,71.4995651,5,296.0802236,-0.283271679,-0.559148601,123.2989143
4580712b-3645-46e7-926b-5c9157233e8f,FALSE,0,10683.78712,10683.82025,20543.66158,0.449920204,0.189439654,0.189439654,1216.21838,1216.21838,204.66658,6,0.727100849,0.112508267,0.112508267,7.81E-02,7.81E-02,76.6667633,76.6667633,6,253.1247511,-1.413107739,-0.729373831,146.8842613
9eaa489a-540e-4d98-8849-8be723c4e238,FALSE,0,14667.4785,14667.46185,28562.70695,0.458378804,0.189444691,0.189444691,1216.18604,1216.18604,202.108185,6,0.727057576,0.112499401,0.112499401,7.80E-02,7.80E-02,76.6703262,76.6703262,6,295.1740314,-0.572787172,0.950536699,142.0774389
e91f041b-876d-462a-bf27-f22d05e2d377,FALSE,0,16207.38058,16207.35419,31742.39347,0.459669751,0.182385385,0.182385385,1052.71594,1052.71594,201.723312,5,0.707525015,0.108309284,0.108309284,7.51E-02,7.51E-02,71.8512802,71.8512802,5,310.9207518,1.073318003,-0.709686074,132.0146404
4c0fd373-fefb-41a4-b96e-0ea09f33a5e7,FALSE,0,19347.10909,19347.10493,37961.90334,0.46699866,0.181950375,0.181950375,844.186218,844.186218,199.565735,4,0.711419523,0.108042113,0.108042113,7.50E-02,7.50E-02,72.0744629,72.0744629,4,337.065485,0.161352619,-0.604066041,138.138436
3d848ad5-679c-4f81-a481-befce0b31625,FALSE,0,19605.9733,19605.96596,38449.56449,0.468045641,0.182140917,0.182140917,843.303101,843.303101,199.261261,4,0.711983562,0.108155042,0.108155042,7.50E-02,7.50E-02,72.206604,72.206604,4,338.7490923,-0.639444483,0.371504864,141.0645923
5918795c-416e-4930-ae0f-e8d565f1cace,FALSE,0,25205.20078,25205.21044,49739.21323,0.475900988,0.189420536,0.189420536,1216.34119,1216.34119,197.005997,6,0.726959705,0.112479329,0.112479329,7.80E-02,7.80E-02,76.6532516,76.6532516,6,382.6748252,-0.888054481,-0.344700328,131.7252458
63793dfa-2402-4022-acc2-6593a954c37e,FALSE,0,24672.95079,24672.92347,48500.41764,0.478282235,0.182871759,0.182871759,839.932861,839.932861,196.332352,4,0.713751078,0.108599171,0.108599171,7.53E-02,7.53E-02,72.669014,72.669014,4,376.2761684,1.394308843,-0.569967812,148.6083224
86f84bd0-a3f7-4211-a30d-4ddf31a7acc3,FALSE,0,20238.1721,20238.17256,39817.53716,0.46715255,0.189152315,0.189152315,1218.06604,1218.06604,199.52092,6,0.726143837,0.112312175,0.112312175,7.79E-02,7.79E-02,76.4637604,76.4637604,6,345.4151973,-0.250741646,-0.068254259,130.4662862
d5758b05-3ad2-4611-82c8-971fe7a8548f,FALSE,0,7190.923384,7190.943638,13650.47732,0.438239787,0.188691869,0.188691869,1221.03833,1221.03833,208.307373,6,0.725038648,0.112067133,0.112067133,7.77E-02,7.77E-02,76.1483383,76.1483383,6,210.2796104,-1.255949484,-0.504439874,138.3015786
b2de916b-4e93-4561-adf7-f1eff8194284,FALSE,0,26479.86567,26479.8738,52212.56072,0.479427186,0.182430387,0.182430387,841.965027,841.965027,196.010086,4,0.712143183,0.108325914,0.108325914,7.52E-02,7.52E-02,72.3379135,72.3379135,4,390.4213479,0.348111773,0.620325614,139.5042575
1b81733c-6095-4b49-9035-23d8d37b7398,FALSE,0,19781.70121,19781.70348,38953.61266,0.465235079,0.181182325,0.181182325,847.764771,847.764771,200.080719,4,0.708956659,0.107588217,0.107588217,7.46E-02,7.46E-02,71.5234833,71.5234833,4,342.531802,-0.135364708,-0.759927147,124.9072312
4b5e340b-20ab-4f03-b4ba-d21c8a83880d,FALSE,0,16709.90785,16709.90837,32850.25056,0.458362725,0.181751192,0.181751192,1056.38916,1056.38916,202.112991,5,0.705584586,0.107945822,0.107945822,7.49E-02,7.49E-02,71.4005814,71.4005814,5,317.0943475,1.934076092,0.007785287,120.0863295
f2afb712-e527-44df-bb27-b53f28c3f066,FALSE,0,17702.72172,17702.73089,34743.57396,0.462442482,0.18236275,0.18236275,1052.84656,1052.84656,200.901596,5,0.707326293,0.108296432,0.108296432,7.51E-02,7.51E-02,71.822113,71.822113,5,324.2906453,1.168085887,0.2273752,130.8528354
a5b91fef-57ed-4f87-b445-7f73b6fee63a,FALSE,0,11442.82443,11442.8734,22310.15899,0.446781919,0.188228354,0.188228354,1224.04517,1224.04517,205.632278,6,0.723592699,0.111790657,0.111790657,7.76E-02,7.76E-02,75.8121796,75.8121796,6,265.1815395,1.473523947,0.970992425,121.0098858
2608eeaa-8d72-4bc9-a9e9-222dcb03f940,FALSE,0,8402.033825,8402.033561,16017.02935,0.44299477,0.189076453,0.189076453,1218.55469,1218.55469,206.809784,6,0.725984752,0.112277158,0.112277158,7.79E-02,7.79E-02,76.4114075,76.4114075,6,225.936067,-0.060337425,0.545148128,143.5808823
8a8ee332-4297-4c42-826c-3ffcbb36f45d,FALSE,0,14401.5547,14401.54176,28166.96299,0.45506923,0.188757092,0.188757092,1220.61633,1220.61633,203.101578,6,0.725042045,0.112086736,0.112086736,7.78E-02,7.78E-02,76.1848373,76.1848373,6,294.6019106,0.513975645,-0.696183109,128.0778004
3252f16a-838d-48b1-9f30-e5fa13554248,FALSE,0,9332.453746,9332.424862,18049.87896,0.442185547,0.18182753,0.18182753,1055.94568,1055.94568,207.063126,5,0.70674777,0.107986756,0.107986756,7.49E-02,7.49E-02,71.5492477,71.5492477,5,240.1354636,-1.278168113,0.706232756,125.8185504
312de1af-c785-4b81-9efc-182c3fd370d0,FALSE,0,27211.19368,27211.20616,53585.34365,0.4821639,0.190237626,0.190237626,1211.11682,1211.11682,195.244034,6,0.72933501,0.112966992,0.112966992,7.84E-02,7.84E-02,77.2313843,77.2313843,6,394.129691,-1.121073183,-0.348549325,147.8454216
9c00de21-0fef-4bfa-9754-fffca077ce2e,FALSE,0,16286.07845,16286.04194,31897.10505,0.459886664,0.182402983,0.182402983,1052.61438,1052.61438,201.658798,5,0.707582951,0.10832186,0.10832186,7.51E-02,7.51E-02,71.8629379,71.8629379,5,311.5914378,-1.300663924,0.875433716,132.2990038
8fc648f3-01d7-4342-b20d-540953610d9e,FALSE,0,6658.825238,6658.876386,12593.09928,0.436362741,0.188593581,0.188593581,1221.67468,1221.67468,208.90451,6,0.724861324,0.112021409,0.112021409,7.77E-02,7.77E-02,76.0838013,76.0838013,6,202.6702274,1.584060862,0.946274729,137.6464939
9e5adee2-9ae4-422f-830b-7eba0f60381f,FALSE,0,7141.026205,7141.055713,13584.96685,0.437406582,0.217345953,0.217345953,1413.41492,1413.41492,208.572021,8,0.808253288,0.129101977,0.129101977,8.96E-02,8.96E-02,97.659111,97.659111,8,210.0601191,1.699617737,0.50969928,134.8525396
493183e9-8b14-4f11-834d-911d162ae6a1,FALSE,0,6534.152774,6534.15262,12310.16911,0.436575841,0.217263907,0.217263907,1413.94861,1413.94861,208.836548,8,0.807606578,0.129006475,0.129006475,8.95E-02,8.95E-02,97.5689621,97.5689621,8,200.3409272,-0.070385968,0.189402028,140.9140563
fa189017-6e35-4777-a239-53070553a2e5,FALSE,0,17276.86637,17276.85998,33932.04089,0.460725752,0.20131436,0.20131436,1335.22522,1335.22522,201.409576,7,0.763068378,0.119548514,0.119548514,8.29E-02,8.29E-02,85.4645767,85.4645767,7,321.2290902,1.015848822,-0.181215868,126.3557809
415e6e49-ccbd-4462-abb0-d0f5011e48e5,FALSE,0,9575.867191,9575.871453,18564.7177,0.442202176,0.181651309,0.181651309,1056.97009,1056.97009,207.057922,5,0.706065893,0.107864931,0.107864931,7.48E-02,7.48E-02,71.4205017,71.4205017,5,243.5360527,-0.33414858,-0.445024767,122.4911771
b5e56f61-b7c3-4457-88f3-a8be22b68da4,FALSE,0,7761.651432,7761.657961,14739.50223,0.441008034,0.217909887,0.217909887,1409.75708,1409.75708,207.432892,8,0.809776008,0.129425287,0.129425287,8.98E-02,8.98E-02,98.1011276,98.1011276,8,217.4729777,1.374166949,0.138564347,143.2965527
8a1947e2-46bb-4e8f-bcd1-1304aac140af,FALSE,0,23941.01995,23941.017,47171.25846,0.474635819,0.189560786,0.189560786,1215.44128,1215.44128,197.365784,6,0.727348745,0.112559102,0.112559102,7.81E-02,7.81E-02,76.7523804,76.7523804,6,372.9294376,-0.600423667,0.159884393,135.9002094
351f6f5e-175f-418c-8670-0f31f7d2e173,FALSE,0,10997.7934,10997.77729,21312.40321,0.448075566,0.182308942,0.182308942,1053.15735,1053.15735,205.233109,5,0.707980812,0.108277284,0.108277284,7.51E-02,7.51E-02,71.8600388,71.8600388,5,258.5995308,1.532344678,-0.307523229,133.2877068
6e5c6a41-02a7-4949-a9cf-a76a3f3f0788,FALSE,0,12936.4353,12936.43596,25124.77807,0.454052621,0.189240098,0.189240098,1217.50098,1217.50098,203.408676,6,0.726476371,0.112380289,0.112380289,7.80E-02,7.80E-02,76.5257645,76.5257645,6,278.4052678,-1.060732677,-0.019354553,139.7984079
badf6aea-4ade-401b-9e7c-9bfed52d7c9a,FALSE,0,14551.93319,14551.92674,28361.52223,0.45756991,0.182736307,0.182736307,1050.69434,1050.69434,202.350082,5,0.708796084,0.108521625,0.108521625,7.53E-02,7.53E-02,72.1153488,72.1153488,5,294.4825761,1.237897927,-0.151399722,139.2074052
05ac2d62-f916-47df-9711-4e34e5c63d05,FALSE,0,26339.23591,26339.21327,51844.42858,0.480754424,0.19019255,0.19019255,1211.40393,1211.40393,195.637817,6,0.729236603,0.112946756,0.112946756,7.84E-02,7.84E-02,77.1994476,77.1994476,6,388.1845928,-1.616827122,0.432889292,147.584723
d3d63f9e-011b-4cb8-af5a-1e3b5842765c,FALSE,0,26119.08408,26119.05595,51498.45827,0.478717893,0.182367355,0.182367355,842.256042,842.256042,196.20961,4,0.71204859,0.108302079,0.108302079,7.51E-02,7.51E-02,72.2964172,72.2964172,4,388.0301277,1.634572841,-0.503153435,138.772525
c6c586bd-8804-4ab6-8694-820f466d6f44,FALSE,0,16923.40113,16923.40263,32996.06716,0.464447166,0.183337539,0.183337539,1047.24866,1047.24866,200.311646,5,0.710372925,0.108869955,0.108869955,7.55E-02,7.55E-02,72.5162277,72.5162277,5,314.8188398,-0.09920497,-0.840203056,149.1510816
1cfbaa8e-99d9-4b6c-92dd-b22521cf44c5,FALSE,0,18521.90934,18521.96838,36367.72995,0.464323048,0.189165503,0.189165503,1217.98108,1217.98108,200.348068,6,0.726308644,0.112345926,0.112345926,7.79E-02,7.79E-02,76.4730759,76.4730759,6,331.0489078,1.842457643,0.940521532,132.3745361
d4303f22-024b-4cb0-aa6e-266de061b35f,FALSE,0,21939.74862,21939.72364,43049.51976,0.473425532,0.19000791,0.19000791,1212.58105,1212.58105,197.711197,6,0.728682756,0.112832926,0.112832926,7.83E-02,7.83E-02,77.0687027,77.0687027,6,356.2331584,1.0753114,-0.669879433,147.2677022
05772ee3-7428-4c58-a5cb-637cc0296198,FALSE,0,12390.46157,12390.46767,24069.3981,0.452064302,0.182512209,0.182512209,1051.98438,1051.98438,204.011993,5,0.708310783,0.108378433,0.108378433,7.52E-02,7.52E-02,71.9833374,71.9833374,5,273.2659621,-0.335378829,-0.633477972,136.1833211
795703f5-094e-46cb-886a-5a7b34670d12,FALSE,0,8083.929062,8083.911352,15497.37301,0.439793769,0.188463107,0.188463107,1222.52039,1222.52039,207.815567,6,0.724324822,0.1119387,0.1119387,7.77E-02,7.77E-02,75.9781723,75.9781723,6,223.3942826,-1.646436776,0.333494684,132.0289486
23122fc9-5be6-4566-b0a9-e76c319e1753,FALSE,0,12852.96535,12852.95861,24899.64234,0.454919738,0.269036531,0.269036531,1427.31543,1427.31543,203.146683,10,0.945332825,0.159781396,0.159781396,0.110848345,0.110848345,141.197601,141.197601,10,276.7619211,1.370845149,-0.143144212,145.2595923
79f17437-98e9-4aa9-a5fd-5ac0ab6acb46,FALSE,0,13660.73091,13660.73058,26579.8182,0.455585201,0.189250246,0.189250246,1217.43567,1217.43567,202.94606,6,0.72645998,0.112376928,0.112376928,7.80E-02,7.80E-02,76.5329285,76.5329285,6,285.7953039,0.483655489,-0.019002537,139.1561832
726d92c6-1a80-4270-8502-e7862f4551d7,FALSE,0,18674.9577,18674.97905,36755.39396,0.462811075,0.181008428,0.181008428,848.579285,848.579285,200.792877,4,0.708603561,0.107494637,0.107494637,7.46E-02,7.46E-02,71.4146576,71.4146576,4,333.6528841,-1.419722076,-0.467380828,123.1134777
749b187f-1421-423f-9c85-6874b1e5dddb,FALSE,0,8454.951702,8454.956989,16270.89736,0.440221398,0.18833293,0.18833293,1223.36536,1223.36536,207.680649,6,0.7237975,0.111832455,0.111832455,7.76E-02,7.76E-02,75.8858414,75.8858414,6,228.723499,0.335431564,0.418046084,128.5825431
78529725-defa-4bff-b2e8-85035374f298,FALSE,0,26870.71446,26870.71738,53005.35162,0.479828031,0.189793333,0.189793333,1213.95203,1213.95203,195.897507,6,0.728053153,0.112703636,0.112703636,7.82E-02,7.82E-02,76.9168472,76.9168472,6,393.2835471,1.062192298,0.078925348,138.4069417
fd1b381e-6803-45a8-896c-330e8dde9846,FALSE,0,23967.99618,23967.9881,47217.60039,0.474829605,0.189597547,0.189597547,1215.20557,1215.20557,197.310593,6,0.72746563,0.112583071,0.112583071,7.81E-02,7.81E-02,76.7783737,76.7783737,6,373.0094751,-0.7614011,0.339119317,136.6733943
474385b7-fdbb-40cd-8557-6fe075045342,FALSE,0,11952.94421,11952.94037,23210.77349,0.450686121,0.182406649,0.182406649,1052.59314,1052.59314,204.432266,5,0.708061874,0.108319364,0.108319364,7.51E-02,7.51E-02,71.9148636,71.9148636,5,268.8710373,0.09676809,-0.811410447,134.5102408
8ac6d2e9-5f49-42b0-9097-2ef5fb8790c4,FALSE,0,7959.459508,7959.45969,15106.48879,0.442119618,0.189156786,0.189156786,1218.03711,1218.03711,207.083801,6,0.726223886,0.112318411,0.112318411,7.79E-02,7.79E-02,76.4720688,76.4720688,6,219.7572564,-0.025343376,0.266779658,145.9064784
8cdc8ecb-6584-435d-9144-a3876004805f,FALSE,0,16701.5026,16701.48327,32663.32491,0.462017507,0.189391658,0.189391658,1216.52661,1216.52661,201.027115,6,0.726888001,0.112464629,0.112464629,7.80E-02,7.80E-02,76.632843,76.632843,6,314.3650896,-0.865868546,0.709247612,138.9072612
cf024bc5-19c2-4c60-b0fc-6b1c9a951864,FALSE,0,22530.85073,22530.83139,44262.99766,0.473900823,0.189899281,0.189899281,1213.27466,1213.27466,197.575409,6,0.728344083,0.112763368,0.112763368,7.82E-02,7.82E-02,76.9918213,76.9918213,6,361.1598566,-0.817591034,0.753239172,144.4336673
0dcdbe4d-7c56-4823-9ee0-5669e4b0b250,FALSE,0,17229.41761,17229.38909,33747.33633,0.462525729,0.182633504,0.182633504,1051.28577,1051.28577,200.877029,5,0.708223701,0.10846138,0.10846138,7.52E-02,7.52E-02,72.0168228,72.0168228,5,319.4301059,1.416815424,-0.586666648,136.0799044
